"Var1","Freq","Survey","Country"
"7",0.0870456470448133,"NP1996DHS","Nepal"
"1",0.0944394932477577,"NC2001DHS","Nicaragua"
"2",0.179683761301398,"NC2001DHS","Nicaragua"
"3",0.182628047967779,"NC2001DHS","Nicaragua"
"4",0.17099310656667,"NC2001DHS","Nicaragua"
"5",0.159612148013706,"NC2001DHS","Nicaragua"
"6",0.1194981079481,"NC2001DHS","Nicaragua"
"7",0.0931453349545901,"NC2001DHS","Nicaragua"
"1",0.105354654310436,"NC1998DHS","Nicaragua"
"2",0.178052506939588,"NC1998DHS","Nicaragua"
"3",0.19472799399169,"NC1998DHS","Nicaragua"
"4",0.179328974153421,"NC1998DHS","Nicaragua"
"5",0.150118723187865,"NC1998DHS","Nicaragua"
"6",0.1150258799104,"NC1998DHS","Nicaragua"
"7",0.0773912675066002,"NC1998DHS","Nicaragua"
"1",0.112956071656917,"NI2012DHS","Niger"
"2",0.182543764209934,"NI2012DHS","Niger"
"3",0.218853875046866,"NI2012DHS","Niger"
"4",0.180640624483122,"NI2012DHS","Niger"
"5",0.140200372935186,"NI2012DHS","Niger"
"6",0.0929203923550445,"NI2012DHS","Niger"
"7",0.0718848993129309,"NI2012DHS","Niger"
"1",0.127647274213811,"NI2006DHS","Niger"
"2",0.179586724500314,"NI2006DHS","Niger"
"3",0.210253666523085,"NI2006DHS","Niger"
"4",0.161970660275109,"NI2006DHS","Niger"
"5",0.140993557035841,"NI2006DHS","Niger"
"6",0.104257389295518,"NI2006DHS","Niger"
"7",0.0752907281563222,"NI2006DHS","Niger"
"1",0.161006094314748,"NI1998DHS","Niger"
"2",0.181838186009466,"NI1998DHS","Niger"
"3",0.179835439206226,"NI1998DHS","Niger"
"4",0.160660143916015,"NI1998DHS","Niger"
"5",0.143594977901528,"NI1998DHS","Niger"
"6",0.100486651497767,"NI1998DHS","Niger"
"7",0.0725785071542494,"NI1998DHS","Niger"
"1",0.140021634669809,"NI1992DHS","Niger"
"2",0.190373783703137,"NI1992DHS","Niger"
"3",0.217824475001675,"NI1992DHS","Niger"
"4",0.166393286115039,"NI1992DHS","Niger"
"5",0.128286882276092,"NI1992DHS","Niger"
"6",0.0904362171551244,"NI1992DHS","Niger"
"7",0.0666637210791233,"NI1992DHS","Niger"
"1",0.0662302862734277,"NG2018DHS","Nigeria"
"2",0.149959281848115,"NG2018DHS","Nigeria"
"3",0.208318803100513,"NG2018DHS","Nigeria"
"4",0.186210521858358,"NG2018DHS","Nigeria"
"5",0.166433882507325,"NG2018DHS","Nigeria"
"6",0.118826116843298,"NG2018DHS","Nigeria"
"7",0.104021107568964,"NG2018DHS","Nigeria"
"1",0.080896696944742,"NG2013DHS","Nigeria"
"2",0.15672933220668,"NG2013DHS","Nigeria"
"3",0.212465211664624,"NG2013DHS","Nigeria"
"4",0.174956386239038,"NG2013DHS","Nigeria"
"5",0.154575528572284,"NG2013DHS","Nigeria"
"6",0.115924370797477,"NG2013DHS","Nigeria"
"7",0.104452473575154,"NG2013DHS","Nigeria"
"1",0.0790280954468739,"NG2008DHS","Nigeria"
"2",0.15520255567344,"NG2008DHS","Nigeria"
"3",0.216819926162886,"NG2008DHS","Nigeria"
"4",0.176967720986219,"NG2008DHS","Nigeria"
"5",0.151643842587288,"NG2008DHS","Nigeria"
"6",0.114993022904556,"NG2008DHS","Nigeria"
"7",0.105344836238738,"NG2008DHS","Nigeria"
"1",0.10206227121494,"NG2003DHS","Nigeria"
"2",0.170751821733963,"NG2003DHS","Nigeria"
"3",0.21484054007456,"NG2003DHS","Nigeria"
"4",0.158969151155186,"NG2003DHS","Nigeria"
"5",0.142899093352585,"NG2003DHS","Nigeria"
"6",0.11607580832949,"NG2003DHS","Nigeria"
"7",0.0944013141392767,"NG2003DHS","Nigeria"
"1",0.0866953047831069,"NG1990DHS","Nigeria"
"2",0.18584043166101,"NG1990DHS","Nigeria"
"3",0.216790644261008,"NG1990DHS","Nigeria"
"4",0.195872309329814,"NG1990DHS","Nigeria"
"5",0.129664426104692,"NG1990DHS","Nigeria"
"6",0.106290653149348,"NG1990DHS","Nigeria"
"7",0.0788462307110225,"NG1990DHS","Nigeria"
"1",0.0500794536611374,"PK2017DHS","Pakistan"
"2",0.156760145386465,"PK2017DHS","Pakistan"
"3",0.210787680025138,"PK2017DHS","Pakistan"
"4",0.198112107727359,"PK2017DHS","Pakistan"
"5",0.172701396265919,"PK2017DHS","Pakistan"
"6",0.111859644894264,"PK2017DHS","Pakistan"
"7",0.0996995720397168,"PK2017DHS","Pakistan"
"1",0.0459189789820996,"PK2012DHS","Pakistan"
"2",0.158704139685364,"PK2012DHS","Pakistan"
"3",0.205826881319195,"PK2012DHS","Pakistan"
"4",0.189708463316117,"PK2012DHS","Pakistan"
"5",0.16516555791131,"PK2012DHS","Pakistan"
"6",0.125017358725535,"PK2012DHS","Pakistan"
"7",0.109658620060379,"PK2012DHS","Pakistan"
"1",0.0584631682402199,"PK2006DHS","Pakistan"
"2",0.153123524226282,"PK2006DHS","Pakistan"
"3",0.205580230755525,"PK2006DHS","Pakistan"
"4",0.180967755481369,"PK2006DHS","Pakistan"
"5",0.163735974437136,"PK2006DHS","Pakistan"
"6",0.126438279670436,"PK2006DHS","Pakistan"
"7",0.111691067189031,"PK2006DHS","Pakistan"
"1",0.065693263775961,"PK1991DHS","Pakistan"
"2",0.163565875751516,"PK1991DHS","Pakistan"
"3",0.228218242268189,"PK1991DHS","Pakistan"
"4",0.180158309198719,"PK1991DHS","Pakistan"
"5",0.146366519190421,"PK1991DHS","Pakistan"
"6",0.12613588894139,"PK1991DHS","Pakistan"
"7",0.089861900873805,"PK1991DHS","Pakistan"
"1",0.0500158157871417,"PY1990DHS","Paraguay"
"2",0.148085054165192,"PY1990DHS","Paraguay"
"3",0.197163314120977,"PY1990DHS","Paraguay"
"4",0.19787740594623,"PY1990DHS","Paraguay"
"5",0.159501468396309,"PY1990DHS","Paraguay"
"6",0.141308102677564,"PY1990DHS","Paraguay"
"7",0.106048838906586,"PY1990DHS","Paraguay"
"1",0.0401297632889228,"PG2017DHS","Papua New Guinea"
"2",0.158591411910827,"PG2017DHS","Papua New Guinea"
"3",0.209902707685885,"PG2017DHS","Papua New Guinea"
"4",0.186880038950544,"PG2017DHS","Papua New Guinea"
"5",0.175491437479474,"PG2017DHS","Papua New Guinea"
"6",0.126641179738277,"PG2017DHS","Papua New Guinea"
"7",0.102363460946071,"PG2017DHS","Papua New Guinea"
"1",0.0363479201074584,"PE2012DHS","Peru"
"2",0.112699053846613,"PE2012DHS","Peru"
"3",0.158826626918343,"PE2012DHS","Peru"
"4",0.187165117214069,"PE2012DHS","Peru"
"5",0.185335983729239,"PE2012DHS","Peru"
"6",0.171431813313504,"PE2012DHS","Peru"
"7",0.148193484870774,"PE2012DHS","Peru"
"1",0.0340573186722682,"PE2011DHS","Peru"
"2",0.108800747205665,"PE2011DHS","Peru"
"3",0.1657020642246,"PE2011DHS","Peru"
"4",0.184329573317145,"PE2011DHS","Peru"
"5",0.19345057777257,"PE2011DHS","Peru"
"6",0.169651922308619,"PE2011DHS","Peru"
"7",0.144007796499133,"PE2011DHS","Peru"
"1",0.0368046276564333,"PE2010DHS","Peru"
"2",0.112757666846983,"PE2010DHS","Peru"
"3",0.16535052161854,"PE2010DHS","Peru"
"4",0.190210966135433,"PE2010DHS","Peru"
"5",0.186139217098436,"PE2010DHS","Peru"
"6",0.162773821677553,"PE2010DHS","Peru"
"7",0.145963178966622,"PE2010DHS","Peru"
"1",0.0364908338634862,"PE2009DHS","Peru"
"2",0.116347122877936,"PE2009DHS","Peru"
"3",0.169765150068518,"PE2009DHS","Peru"
"4",0.17894585658151,"PE2009DHS","Peru"
"5",0.196587949541722,"PE2009DHS","Peru"
"6",0.163226284524318,"PE2009DHS","Peru"
"7",0.138636802542511,"PE2009DHS","Peru"
"1",0.0359901539143901,"PE2004DHS","Peru"
"2",0.111251002499399,"PE2004DHS","Peru"
"3",0.16424513712596,"PE2004DHS","Peru"
"4",0.187130610262627,"PE2004DHS","Peru"
"5",0.180964181769859,"PE2004DHS","Peru"
"6",0.170981643478821,"PE2004DHS","Peru"
"7",0.149437270948945,"PE2004DHS","Peru"
"1",0.0372400643570268,"PE2000DHS","Peru"
"2",0.126002813781962,"PE2000DHS","Peru"
"3",0.176357656351805,"PE2000DHS","Peru"
"4",0.200005733107268,"PE2000DHS","Peru"
"5",0.175152648279412,"PE2000DHS","Peru"
"6",0.162349906078368,"PE2000DHS","Peru"
"7",0.122891178044157,"PE2000DHS","Peru"
"1",0.043373912416565,"PE1996DHS","Peru"
"2",0.148837377844419,"PE1996DHS","Peru"
"3",0.189733845344641,"PE1996DHS","Peru"
"4",0.198398128808383,"PE1996DHS","Peru"
"5",0.173895801647514,"PE1996DHS","Peru"
"6",0.141139505943856,"PE1996DHS","Peru"
"7",0.104621427994622,"PE1996DHS","Peru"
"1",0.0382774771295438,"PE1992DHS","Peru"
"2",0.143357787865373,"PE1992DHS","Peru"
"3",0.197743044779906,"PE1992DHS","Peru"
"4",0.189395345413363,"PE1992DHS","Peru"
"5",0.17899126328987,"PE1992DHS","Peru"
"6",0.143427066655808,"PE1992DHS","Peru"
"7",0.108808014866136,"PE1992DHS","Peru"
"1",0.0441379310344828,"PE1986DHS","Peru"
"2",0.143793103448276,"PE1986DHS","Peru"
"3",0.194137931034483,"PE1986DHS","Peru"
"4",0.193793103448276,"PE1986DHS","Peru"
"5",0.171379310344828,"PE1986DHS","Peru"
"6",0.139310344827586,"PE1986DHS","Peru"
"7",0.113448275862069,"PE1986DHS","Peru"
"1",0.0278734385410316,"PH2017DHS","Philippines"
"2",0.114387456330754,"PH2017DHS","Philippines"
"3",0.17499546209914,"PH2017DHS","Philippines"
"4",0.177335792684742,"PH2017DHS","Philippines"
"5",0.184768211951401,"PH2017DHS","Philippines"
"6",0.162702428849586,"PH2017DHS","Philippines"
"7",0.157937209543346,"PH2017DHS","Philippines"
"1",0.032161473605369,"PH2013DHS","Philippines"
"2",0.122982109290648,"PH2013DHS","Philippines"
"3",0.152489186248844,"PH2013DHS","Philippines"
"4",0.191398112065593,"PH2013DHS","Philippines"
"5",0.177277065502071,"PH2013DHS","Philippines"
"6",0.16835805495745,"PH2013DHS","Philippines"
"7",0.155333998330025,"PH2013DHS","Philippines"
"1",0.0336374510944315,"PH2008DHS","Philippines"
"2",0.118820878799035,"PH2008DHS","Philippines"
"3",0.185296043754114,"PH2008DHS","Philippines"
"4",0.186916051250087,"PH2008DHS","Philippines"
"5",0.18081124245595,"PH2008DHS","Philippines"
"6",0.154277919228605,"PH2008DHS","Philippines"
"7",0.140240413417778,"PH2008DHS","Philippines"
"1",0.0276021101477701,"PH2003DHS","Philippines"
"2",0.126239341586831,"PH2003DHS","Philippines"
"3",0.178536460942724,"PH2003DHS","Philippines"
"4",0.1917354924599,"PH2003DHS","Philippines"
"5",0.188328224655251,"PH2003DHS","Philippines"
"6",0.154685106911314,"PH2003DHS","Philippines"
"7",0.13287326329621,"PH2003DHS","Philippines"
"1",0.0293061443151185,"PH1998DHS","Philippines"
"2",0.116051617152092,"PH1998DHS","Philippines"
"3",0.190173650526921,"PH1998DHS","Philippines"
"4",0.207503631817465,"PH1998DHS","Philippines"
"5",0.192141637938727,"PH1998DHS","Philippines"
"6",0.149105293755693,"PH1998DHS","Philippines"
"7",0.115718024493984,"PH1998DHS","Philippines"
"1",0.0260847657390882,"PH1993DHS","Philippines"
"2",0.130970974633504,"PH1993DHS","Philippines"
"3",0.196752622987867,"PH1993DHS","Philippines"
"4",0.205112784767676,"PH1993DHS","Philippines"
"5",0.184384636449978,"PH1993DHS","Philippines"
"6",0.151566682699476,"PH1993DHS","Philippines"
"7",0.10512753272241,"PH1993DHS","Philippines"
"1",0.0121721579241841,"RW2015DHS","Rwanda"
"2",0.126503962986964,"RW2015DHS","Rwanda"
"3",0.225863876954269,"RW2015DHS","Rwanda"
"4",0.24252423288705,"RW2015DHS","Rwanda"
"5",0.177624226016456,"RW2015DHS","Rwanda"
"6",0.128354816435034,"RW2015DHS","Rwanda"
"7",0.0869567267960441,"RW2015DHS","Rwanda"
"1",0.0128629428155296,"RW2010DHS","Rwanda"
"2",0.144764037912944,"RW2010DHS","Rwanda"
"3",0.257012503594096,"RW2010DHS","Rwanda"
"4",0.211362251964093,"RW2010DHS","Rwanda"
"5",0.161233300063665,"RW2010DHS","Rwanda"
"6",0.113050042225213,"RW2010DHS","Rwanda"
"7",0.0997149214244585,"RW2010DHS","Rwanda"
"1",0.0117948664628339,"RW2005DHS","Rwanda"
"2",0.177877940637848,"RW2005DHS","Rwanda"
"3",0.227523706640625,"RW2005DHS","Rwanda"
"4",0.201892702158665,"RW2005DHS","Rwanda"
"5",0.14639349391926,"RW2005DHS","Rwanda"
"6",0.134055129871064,"RW2005DHS","Rwanda"
"7",0.100462160309703,"RW2005DHS","Rwanda"
"1",0.0340571047818199,"RW2000DHS","Rwanda"
"2",0.190669936855659,"RW2000DHS","Rwanda"
"3",0.221751608107226,"RW2000DHS","Rwanda"
"4",0.178520248917864,"RW2000DHS","Rwanda"
"5",0.160416146957913,"RW2000DHS","Rwanda"
"6",0.128486885271497,"RW2000DHS","Rwanda"
"7",0.0860980691080215,"RW2000DHS","Rwanda"
"1",0.0324141240124651,"RW1992DHS","Rwanda"
"2",0.163639453704511,"RW1992DHS","Rwanda"
"3",0.211952291888039,"RW1992DHS","Rwanda"
"4",0.223588292274759,"RW1992DHS","Rwanda"
"5",0.159913662606152,"RW1992DHS","Rwanda"
"6",0.128130335518451,"RW1992DHS","Rwanda"
"7",0.0803618399956235,"RW1992DHS","Rwanda"
"1",0.0641670419596311,"ST2008DHS","Sao Tome and Principe"
"2",0.165736877798188,"ST2008DHS","Sao Tome and Principe"
"3",0.21615793151273,"ST2008DHS","Sao Tome and Principe"
"4",0.192192892714093,"ST2008DHS","Sao Tome and Principe"
"5",0.130109484322603,"ST2008DHS","Sao Tome and Principe"
"6",0.14087456235973,"ST2008DHS","Sao Tome and Principe"
"7",0.0907612093330241,"ST2008DHS","Sao Tome and Principe"
"1",0.0699205228033411,"SN2019DHS","Senegal"
"2",0.166797576399102,"SN2019DHS","Senegal"
"3",0.198618280702032,"SN2019DHS","Senegal"
"4",0.192994432525112,"SN2019DHS","Senegal"
"5",0.169010522139814,"SN2019DHS","Senegal"
"6",0.108069840534383,"SN2019DHS","Senegal"
"7",0.0945888248962151,"SN2019DHS","Senegal"
"1",0.0710858888214317,"SN2018DHS","Senegal"
"2",0.140824306253276,"SN2018DHS","Senegal"
"3",0.208953811035291,"SN2018DHS","Senegal"
"4",0.190719013197682,"SN2018DHS","Senegal"
"5",0.165194366024654,"SN2018DHS","Senegal"
"6",0.127803036156602,"SN2018DHS","Senegal"
"7",0.0954195785110614,"SN2018DHS","Senegal"
"1",0.079616510985615,"SN2017DHS","Senegal"
"2",0.156309536829069,"SN2017DHS","Senegal"
"3",0.19508463182868,"SN2017DHS","Senegal"
"4",0.199223163034602,"SN2017DHS","Senegal"
"5",0.152218888674702,"SN2017DHS","Senegal"
"6",0.128795192452626,"SN2017DHS","Senegal"
"7",0.0887520761947064,"SN2017DHS","Senegal"
"1",0.0828426666652869,"SN2016DHS","Senegal"
"2",0.167371508181211,"SN2016DHS","Senegal"
"3",0.208813920751965,"SN2016DHS","Senegal"
"4",0.187784337121654,"SN2016DHS","Senegal"
"5",0.150570967518981,"SN2016DHS","Senegal"
"6",0.119939436526605,"SN2016DHS","Senegal"
"7",0.0826771632342976,"SN2016DHS","Senegal"
"1",0.0745214860163212,"SN2015DHS","Senegal"
"2",0.156973502678492,"SN2015DHS","Senegal"
"3",0.227795476710598,"SN2015DHS","Senegal"
"4",0.187892756302764,"SN2015DHS","Senegal"
"5",0.159430827127538,"SN2015DHS","Senegal"
"6",0.120530991975235,"SN2015DHS","Senegal"
"7",0.0728549591890514,"SN2015DHS","Senegal"
"1",0.0756698656538315,"SN2014DHS","Senegal"
"2",0.15947102191704,"SN2014DHS","Senegal"
"3",0.217144057221129,"SN2014DHS","Senegal"
"4",0.195088026348669,"SN2014DHS","Senegal"
"5",0.14672610100106,"SN2014DHS","Senegal"
"6",0.118955026155904,"SN2014DHS","Senegal"
"7",0.0869459017023666,"SN2014DHS","Senegal"
"1",0.0819919935123979,"SN2012DHS","Senegal"
"2",0.181798134875382,"SN2012DHS","Senegal"
"3",0.219243345788447,"SN2012DHS","Senegal"
"4",0.17996920739139,"SN2012DHS","Senegal"
"5",0.14501027050795,"SN2012DHS","Senegal"
"6",0.104214812131034,"SN2012DHS","Senegal"
"7",0.0877722357933975,"SN2012DHS","Senegal"
"1",0.0803902271900839,"SN2010DHS","Senegal"
"2",0.186721985013684,"SN2010DHS","Senegal"
"3",0.205633199225301,"SN2010DHS","Senegal"
"4",0.176379378517401,"SN2010DHS","Senegal"
"5",0.155984698046011,"SN2010DHS","Senegal"
"6",0.115188574448642,"SN2010DHS","Senegal"
"7",0.0797019375588766,"SN2010DHS","Senegal"
"1",0.102765544280696,"SN2005DHS","Senegal"
"2",0.186062183789938,"SN2005DHS","Senegal"
"3",0.192589241312895,"SN2005DHS","Senegal"
"4",0.172145985157674,"SN2005DHS","Senegal"
"5",0.144395847055803,"SN2005DHS","Senegal"
"6",0.111508998427598,"SN2005DHS","Senegal"
"7",0.090532199975396,"SN2005DHS","Senegal"
"1",0.092143407425933,"SN1997DHS","Senegal"
"2",0.169263482875037,"SN1997DHS","Senegal"
"3",0.194002003503756,"SN1997DHS","Senegal"
"4",0.171700293277773,"SN1997DHS","Senegal"
"5",0.172643967326899,"SN1997DHS","Senegal"
"6",0.118300287387713,"SN1997DHS","Senegal"
"7",0.0819465582028897,"SN1997DHS","Senegal"
"1",0.0921348314606742,"SN1993DHS","Senegal"
"2",0.171011235955056,"SN1993DHS","Senegal"
"3",0.193483146067416,"SN1993DHS","Senegal"
"4",0.17752808988764,"SN1993DHS","Senegal"
"5",0.164494382022472,"SN1993DHS","Senegal"
"6",0.124494382022472,"SN1993DHS","Senegal"
"7",0.0768539325842697,"SN1993DHS","Senegal"
"1",0.121545319465082,"SN1986DHS","Senegal"
"2",0.194353640416048,"SN1986DHS","Senegal"
"3",0.214561664190193,"SN1986DHS","Senegal"
"4",0.18038632986627,"SN1986DHS","Senegal"
"5",0.133432392273403,"SN1986DHS","Senegal"
"6",0.0811292719167905,"SN1986DHS","Senegal"
"7",0.074591381872214,"SN1986DHS","Senegal"
"1",0.049144581174934,"SL2019DHS","Sierra Leone"
"2",0.140485066118829,"SL2019DHS","Sierra Leone"
"3",0.2158666698042,"SL2019DHS","Sierra Leone"
"4",0.168529138161415,"SL2019DHS","Sierra Leone"
"5",0.201713851040983,"SL2019DHS","Sierra Leone"
"6",0.116228139155178,"SL2019DHS","Sierra Leone"
"7",0.108032554544462,"SL2019DHS","Sierra Leone"
"1",0.0668877971447058,"SL2013DHS","Sierra Leone"
"2",0.144008306759085,"SL2013DHS","Sierra Leone"
"3",0.213043216218063,"SL2013DHS","Sierra Leone"
"4",0.186481521779726,"SL2013DHS","Sierra Leone"
"5",0.181070484259384,"SL2013DHS","Sierra Leone"
"6",0.107334917946076,"SL2013DHS","Sierra Leone"
"7",0.10117375589296,"SL2013DHS","Sierra Leone"
"1",0.0649091118761401,"SL2008DHS","Sierra Leone"
"2",0.146937445172228,"SL2008DHS","Sierra Leone"
"3",0.258679366303722,"SL2008DHS","Sierra Leone"
"4",0.162791066692881,"SL2008DHS","Sierra Leone"
"5",0.184991496464357,"SL2008DHS","Sierra Leone"
"6",0.103606050974304,"SL2008DHS","Sierra Leone"
"7",0.0780854625163683,"SL2008DHS","Sierra Leone"
"1",0.014450642417223,"ZA2016DHS","South Africa"
"2",0.0888984831136489,"ZA2016DHS","South Africa"
"3",0.168646651631645,"ZA2016DHS","South Africa"
"4",0.22561974571832,"ZA2016DHS","South Africa"
"5",0.188658907252642,"ZA2016DHS","South Africa"
"6",0.166221301752738,"ZA2016DHS","South Africa"
"7",0.147504268113783,"ZA2016DHS","South Africa"
"1",0.0142967029721159,"ZA1998DHS","South Africa"
"2",0.0916350426242669,"ZA1998DHS","South Africa"
"3",0.177281395039024,"ZA1998DHS","South Africa"
"4",0.198526271264419,"ZA1998DHS","South Africa"
"5",0.219388238079415,"ZA1998DHS","South Africa"
"6",0.170451328458842,"ZA1998DHS","South Africa"
"7",0.128421021561917,"ZA1998DHS","South Africa"
"1",0.023422273988173,"LK1987DHS","Sri Lanka"
"2",0.127697395417173,"LK1987DHS","Sri Lanka"
"3",0.196781680373049,"LK1987DHS","Sri Lanka"
"4",0.210533729523945,"LK1987DHS","Sri Lanka"
"5",0.191830619196866,"LK1987DHS","Sri Lanka"
"6",0.151345453444772,"LK1987DHS","Sri Lanka"
"7",0.0983888480560224,"LK1987DHS","Sri Lanka"
"1",0.067962962962963,"SD1990DHS","Sudan"
"2",0.166666666666667,"SD1990DHS","Sudan"
"3",0.236296296296296,"SD1990DHS","Sudan"
"4",0.167777777777778,"SD1990DHS","Sudan"
"5",0.176851851851852,"SD1990DHS","Sudan"
"6",0.100555555555556,"SD1990DHS","Sudan"
"7",0.0838888888888889,"SD1990DHS","Sudan"
"1",0.0427620072483436,"SZ2006DHS","Swaziland"
"2",0.166184685852518,"SZ2006DHS","Swaziland"
"3",0.188404246708052,"SZ2006DHS","Swaziland"
"4",0.183781855297723,"SZ2006DHS","Swaziland"
"5",0.16215373715668,"SZ2006DHS","Swaziland"
"6",0.14126385607576,"SZ2006DHS","Swaziland"
"7",0.115449611660924,"SZ2006DHS","Swaziland"
"1",0.0310349440245646,"TJ2017DHS","Tajikistan"
"2",0.200921164514122,"TJ2017DHS","Tajikistan"
"3",0.217843855373551,"TJ2017DHS","Tajikistan"
"4",0.177335860641902,"TJ2017DHS","Tajikistan"
"5",0.140514490411277,"TJ2017DHS","Tajikistan"
"6",0.123035915870306,"TJ2017DHS","Tajikistan"
"7",0.109313769164278,"TJ2017DHS","Tajikistan"
"1",0.040887468775211,"TJ2012DHS","Tajikistan"
"2",0.202958016695764,"TJ2012DHS","Tajikistan"
"3",0.204872043121765,"TJ2012DHS","Tajikistan"
"4",0.155920680961598,"TJ2012DHS","Tajikistan"
"5",0.141846024997465,"TJ2012DHS","Tajikistan"
"6",0.135177487343031,"TJ2012DHS","Tajikistan"
"7",0.118338278105166,"TJ2012DHS","Tajikistan"
"1",0.0813225083259373,"TZ2015DHS","Tanzania"
"2",0.180106650049162,"TZ2015DHS","Tanzania"
"3",0.196834862515812,"TZ2015DHS","Tanzania"
"4",0.167845703998823,"TZ2015DHS","Tanzania"
"5",0.15931578114487,"TZ2015DHS","Tanzania"
"6",0.125873852294175,"TZ2015DHS","Tanzania"
"7",0.0887006416712194,"TZ2015DHS","Tanzania"
"1",0.0622752428834192,"TZ2010DHS","Tanzania"
"2",0.188774403253213,"TZ2010DHS","Tanzania"
"3",0.208686319627521,"TZ2010DHS","Tanzania"
"4",0.17737629458059,"TZ2010DHS","Tanzania"
"5",0.161605452226826,"TZ2010DHS","Tanzania"
"6",0.115565829486425,"TZ2010DHS","Tanzania"
"7",0.0857164579420051,"TZ2010DHS","Tanzania"
"1",0.0848683061948057,"TZ2004DHS","Tanzania"
"2",0.201450302869899,"TZ2004DHS","Tanzania"
"3",0.217449092707775,"TZ2004DHS","Tanzania"
"4",0.185839087883958,"TZ2004DHS","Tanzania"
"5",0.127171862104538,"TZ2004DHS","Tanzania"
"6",0.0998093413684699,"TZ2004DHS","Tanzania"
"7",0.0834120068705543,"TZ2004DHS","Tanzania"
"1",0.0856405434508525,"TZ1999DHS","Tanzania"
"2",0.207244663764843,"TZ1999DHS","Tanzania"
"3",0.231963066234634,"TZ1999DHS","Tanzania"
"4",0.153397184389904,"TZ1999DHS","Tanzania"
"5",0.137089864443589,"TZ1999DHS","Tanzania"
"6",0.0902042854247464,"TZ1999DHS","Tanzania"
"7",0.0944603922914322,"TZ1999DHS","Tanzania"
"1",0.0741215568049918,"TZ1996DHS","Tanzania"
"2",0.209039826499051,"TZ1996DHS","Tanzania"
"3",0.218838156737743,"TZ1996DHS","Tanzania"
"4",0.17495281001225,"TZ1996DHS","Tanzania"
"5",0.136726490040597,"TZ1996DHS","Tanzania"
"6",0.103677842603062,"TZ1996DHS","Tanzania"
"7",0.0826433173023059,"TZ1996DHS","Tanzania"
"1",0.0923735623532857,"TZ1992DHS","Tanzania"
"2",0.212471414744721,"TZ1992DHS","Tanzania"
"3",0.210922816026824,"TZ1992DHS","Tanzania"
"4",0.154874315537526,"TZ1992DHS","Tanzania"
"5",0.139237808517263,"TZ1992DHS","Tanzania"
"6",0.0998744803646486,"TZ1992DHS","Tanzania"
"7",0.0902456024557319,"TZ1992DHS","Tanzania"
"1",0.0534708318074427,"TH1987DHS","Thailand"
"2",0.153454466199439,"TH1987DHS","Thailand"
"3",0.199336264433076,"TH1987DHS","Thailand"
"4",0.200456569354852,"TH1987DHS","Thailand"
"5",0.163428763888598,"TH1987DHS","Thailand"
"6",0.121518231329008,"TH1987DHS","Thailand"
"7",0.108334872987584,"TH1987DHS","Thailand"
"1",0.0318017077839293,"TL2016DHS","Timor-Leste"
"2",0.133924039027119,"TL2016DHS","Timor-Leste"
"3",0.204626822823276,"TL2016DHS","Timor-Leste"
"4",0.20454359856062,"TL2016DHS","Timor-Leste"
"5",0.130735221710268,"TL2016DHS","Timor-Leste"
"6",0.169000870496388,"TL2016DHS","Timor-Leste"
"7",0.1253677395984,"TL2016DHS","Timor-Leste"
"1",0.0307147150758836,"TL2009DHS","Timor-Leste"
"2",0.139152456240787,"TL2009DHS","Timor-Leste"
"3",0.191752501545664,"TL2009DHS","Timor-Leste"
"4",0.172285966927628,"TL2009DHS","Timor-Leste"
"5",0.191533787348334,"TL2009DHS","Timor-Leste"
"6",0.15317127144888,"TL2009DHS","Timor-Leste"
"7",0.121389301412825,"TL2009DHS","Timor-Leste"
"1",0.034369531041506,"TG2013DHS","Togo"
"2",0.141881077145818,"TG2013DHS","Togo"
"3",0.220902896691407,"TG2013DHS","Togo"
"4",0.196128639495354,"TG2013DHS","Togo"
"5",0.181047139406087,"TG2013DHS","Togo"
"6",0.12575857189739,"TG2013DHS","Togo"
"7",0.0999121443224387,"TG2013DHS","Togo"
"1",0.0586251357667449,"TG1998DHS","Togo"
"2",0.150825280920556,"TG1998DHS","Togo"
"3",0.230447960918221,"TG1998DHS","Togo"
"4",0.20914073946032,"TG1998DHS","Togo"
"5",0.164093942041407,"TG1998DHS","Togo"
"6",0.099996838893793,"TG1998DHS","Togo"
"7",0.0868701019989589,"TG1998DHS","Togo"
"1",0.078239608801956,"TG1988DHS","Togo"
"2",0.197229013854931,"TG1988DHS","Togo"
"3",0.227383863080685,"TG1988DHS","Togo"
"4",0.178484107579462,"TG1988DHS","Togo"
"5",0.138549307253464,"TG1988DHS","Togo"
"6",0.0961695191524042,"TG1988DHS","Togo"
"7",0.0839445802770986,"TG1988DHS","Togo"
"1",0.0531142529614062,"TT1987DHS","Trinidad and Tobago"
"2",0.171952617500955,"TT1987DHS","Trinidad and Tobago"
"3",0.238440962934658,"TT1987DHS","Trinidad and Tobago"
"4",0.179212839128773,"TT1987DHS","Trinidad and Tobago"
"5",0.148643484906381,"TT1987DHS","Trinidad and Tobago"
"6",0.119220481467329,"TT1987DHS","Trinidad and Tobago"
"7",0.0894153611004967,"TT1987DHS","Trinidad and Tobago"
"1",0.0157028913260219,"TN1988DHS","Tunisia"
"2",0.13135593220339,"TN1988DHS","Tunisia"
"3",0.208374875373878,"TN1988DHS","Tunisia"
"4",0.229810568295115,"TN1988DHS","Tunisia"
"5",0.180209371884347,"TN1988DHS","Tunisia"
