"CountryYear","Country","FullYear","StartYear","Name","API_ID","Alpha2","Alpha3","ISONum","WorldBankID","EverMarried","Survey","BR","Couples","PR","Strata","mean","se","l_ci","u_ci"
"Burkina Faso 1993","Burkina Faso","1993",1993,"Burkina Faso","BF1993DHS","BF","BFA",854,"BF",NA,"BFIR21FL","","BFCR21FL","BFPR21FL","v101 v102",0.141,0.00820730624171659,0.125104586909701,0.157450621335396
"Burundi 2016-17","Burundi","2016-17",2016,"Burundi","BU2016DHS","BI","BDI",108,"BI",NA,"BUIR70FL","BUBR70FL","BUCR71FL","BUPR71FL","v022",0.013,0.00132378563020238,0.0104231474209875,0.0156244211804208
"Burundi 2010","Burundi","2010",2010,"Burundi","BU2010DHS","BI","BDI",108,"BI",NA,"BUIR61FL","","BUCR61FL","BUPR61FL","v022",0.013,0.00180902854654988,0.00912059735307859,0.0162369693401635
"Cambodia 2014","Cambodia","2014",2014,"Cambodia","KH2014DHS","KH","KHM",116,"KH",NA,"KHIR73FL","KHBR73FL","KHCR73FL","KHPR73FL","v022",0.075,0.00305160628916635,0.0689966015193961,0.080983998758278
"Cambodia 2010","Cambodia","2010",2010,"Cambodia","KH2010DHS","KH","KHM",116,"KH",NA,"KHIR61FL","","","KHPR61FL","v022",0.065,0.00274519832721985,0.0592226480175963,0.0700064057273395
"Cambodia 2005","Cambodia","2005",2005,"Cambodia","KH2005DHS","KH","KHM",116,"KH",NA,"KHIR51FL","","KHCR51FL","KHPR51FL","v024 v025",0.058,0.00281134730924292,0.0523428218201431,0.0633879485465415
"Cambodia 2000","Cambodia","2000",2000,"Cambodia","KH2000DHS","KH","KHM",116,"KH",NA,"KHIR42FL","","","KHPR42FL","sstratum",0.06,0.00312961769228849,0.0539604097707826,0.0662632391305134
"Cameroon 2018","Cameroon","2018",2018,"Cameroon","CM2018DHS","CM","CMR",120,"CM",NA,"CMIR71FL","CMBR71FL","CMCR71FL","CMPR71FL","v022",0.08,0.00489779908096784,0.07031801990994,0.0895741614045334
"Cameroon 2011","Cameroon","2011",2011,"Cameroon","CM2011DHS","CM","CMR",120,"CM",NA,"CMIR61FL","CMBR61FL","CMCR61FL","CMPR61FL","v022",0.087,0.00442128542455961,0.0786498151163157,0.0960188815419253
"Cameroon 2004","Cameroon","2004",2004,"Cameroon","CM2004DHS","CM","CMR",120,"CM",NA,"CMIR44FL","","CMCR44FL","CMPR45FL","v023",0.076,0.00514262575177895,0.0654112872831787,0.0856251109797891
"Cameroon 1998","Cameroon","1998",1998,"Cameroon","CM1998DHS","CM","CMR",120,"CM",NA,"CMIR31FL","","CMCR31FL","CMPR31FL","sstrate",0.458,0.02295463135114,0.41255840284013,0.503115717335279
"Cameroon 1991","Cameroon","1991",1991,"Cameroon","CM1991DHS","CM","CMR",120,"CM",NA,"CMIR22FL","","CMCR21FL","CMPR22FL","sstrate",0.538,0.0287137037618704,0.481342047219593,0.594908235838008
"Central African Republic 1994-95","Central African Republic","1994-95",1994,"Central African Republic","CF1994DHS","CF","CAF",140,"CF",NA,"CFIR31FL","CFBR31FL","CFCR31FL","CFPR31FL","v024 v025",0.069,0.00504188513398271,0.0592541365710843,0.0791248450972589
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",0.049,0.0040560147439429,0.04136848276541,0.0573013640234117
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",0.053,0.00559142466451478,0.0423588377779904,0.0644195916913029
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",0.401,0.0254463669014106,0.350415336235411,0.451100523570544
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",0.059,0.00281608266209171,0.0537594031610296,0.0648011706717998
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",0.058,0.00182029182421691,0.054288206581392,0.0614254049826532
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",0.06,0.00221972773777164,0.0555149292387914,0.0642189257086715
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",0.067,0.0035241071810688,0.0599112087407033,0.073742678051857
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",0.05,0.00299154059157124,0.0439549503934622,0.0556959864368253
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",0.153,0.0179073165779892,0.118153044312134,0.18846565502567
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",0.025,0.002979937904931,0.0188277168635591,0.0305668480134388
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",0.02,0.00380218552933101,0.0126619199786867,0.0277544915338669
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",0.036,0.00401756520402172,0.0284319991440882,0.0442338378937236
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",0.067,0.00606470865047117,0.0547950889488905,0.0786992141521061
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",0.049,0.00276700986363328,0.0432363816012976,0.0541108641340052
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",0.055,0.00699794026361529,0.0410205557206059,0.0685673378448537
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",0.073,0.00519474495033548,0.0624710882490347,0.0829090712232001
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",0.096,0.0114610575280085,0.0731766259545421,0.118509515878817
"Cote d'Ivoire 1994","Cote d'Ivoire","1994",1994,"Côte d'Ivoire","CI1994DHS","CI","CIV",384,"CI",NA,"CIIR35FL","","CICR35FL","CIPR35FL","v023",0.094,0.00625068413833701,0.0813344235756063,0.105960321541364
"Dominican Republic 1999","Dominican Republic","1999",1999,"Dominican Republic","DR1999DHS","DO","DOM",214,"DO",NA,"DRIR41FL","","DRCR41FL","DRPR41FL","v024 v025",0.041,0.00655843270931424,0.0279157474096102,0.0540700342180081
"Dominican Republic 1991","Dominican Republic","1991",1991,"Dominican Republic","DR1991DHS","DO","DOM",214,"DO",NA,"DRIR21FL","","","DRPR21FL","v023 v025",0.159,0.0197322710057386,0.120089307320209,0.197680420166114
"Egypt 2014","Egypt","2014",2014,"Egypt","EG2014DHS","EG","EGY",818,"EG",1,"EGIR61FL","EGBR61FL","","EGPR61FL","v022",0.083,0.00284071320043212,0.0779186670116641,0.0890616307899448
"Egypt 2008","Egypt","2008",2008,"Egypt","EG2008DHS","EG","EGY",818,"EG",1,"EGIR5AFL","EGBR5AFL","","EGPR5AFL","v022",0.153,0.00422478062948331,0.144577755456313,0.161155105031623
"Egypt 2005","Egypt","2005",2005,"Egypt","EG2005DHS","EG","EGY",818,"EG",1,"EGIR51FL","EGBR51FL","","EGPR51FL","v024 v025",0.164,0.00488430469124808,0.154604556915351,0.173767822265294
"Egypt 2000","Egypt","2000",2000,"Egypt","EG2000DHS","EG","EGY",818,"EG",1,"EGIR42FL","","","EGPR42FL","v024 v025",0.181,0.00494250032679047,0.171698906899299,0.191096771882827
"Egypt 1995","Egypt","1995",1995,"Egypt","EG1995DHS","EG","EGY",818,"EG",1,"EGIR33FL","","","EGPR33FL","v024 v025",0.188,0.00603822066744871,0.176243549413874,0.199943850440531
"Egypt 1992","Egypt","1992",1992,"Egypt","EG1992DHS","EG","EGY",818,"EG",1,"EGIR21FL","","","EGPR21FL","v023",0.205,0.00722265594572453,0.190538047383966,0.218913820299885
"Ethiopia 2016","Ethiopia","2016",2016,"Ethiopia","ET2016DHS","ET","ETH",231,"ET",NA,"ETIR70FL","ETBR70FL","ETCR71FL","ETPR71FL","v022",0.052,0.00407869907343971,0.0434934986314638,0.0595130787856105
"Ethiopia 2011","Ethiopia","2011",2011,"Ethiopia","ET2011DHS","ET","ETH",231,"ET",NA,"ETIR61FL","ETBR61FL","ETCR61FL","ETPR61FL","v022",0.042,0.00349026276667657,0.0354090291357791,0.0491195678775448
"Ethiopia 2005","Ethiopia","2005",2005,"Ethiopia","ET2005DHS","ET","ETH",231,"ET",NA,"ETIR51FL","ETBR51FL","ETCR51FL","ETPR51FL","v023",0.054,0.00363233720889,0.0467353226228506,0.061007495002139
"Ethiopia 2000","Ethiopia","2000",2000,"Ethiopia","ET2000DHS","ET","ETH",231,"ET",NA,"ETIR41FL","","ETCR41FL","ETPR41FL","v023",0.052,0.00344875162125635,0.0451896051114913,0.0587401240494221
"Gabon 2012","Gabon","2012",2012,"Gabon","GA2012DHS","GA","GAB",266,"GA",NA,"GAIR60FL","GABR60FL","GACR61FL","GAPR61FL","v022",0.05,0.00438135424064247,0.0408869131738604,0.0581277483121332
"Gabon 2000","Gabon","2000",2000,"Gabon","GA2000DHS","GA","GAB",266,"GA",NA,"GAIR41FL","","gacr41fl","GAPR41FL","v023",0.067,0.00522712781796411,0.0563278683081637,0.0769216817618659
"Gambia 2013","Gambia","2013",2013,"Gambia","GM2013DHS","GM","GMB",270,"GM",NA,"GMIR60FL","GMBR60FL","GMCR61FL","GMPR61FL","v022",0.218,0.00896200467729473,0.200842285359378,0.236132663446304
"Ghana 2014","Ghana","2014",2014,"Ghana","GH2014DHS","GH","GHA",288,"GH",NA,"GHIR72FL","GHBR72FL","GHCR71FL","GHPR72FL","v022",0.031,0.00301667338376668,0.0253566437927443,0.0372170556197736
"Ghana 2008","Ghana","2008",2008,"Ghana","GH2008DHS","GH","GHA",288,"GH",NA,"GHIR5AFL","GHBR5AFL","GHCR5AFL","GHPR5AFL","v022",0.044,0.00468216525939904,0.0350944897019085,0.0535052287150165
"Ghana 2003","Ghana","2003",2003,"Ghana","GH2003DHS","GH","GHA",288,"GH",NA,"GHIR4BFL","","GHCR4BFL","GHPR4BFL","v023 v025",0.043,0.00382430432300605,0.0353680162413319,0.0504042833645196
"Ghana 1998","Ghana","1998",1998,"Ghana","GH1998DHS","GH","GHA",288,"GH",NA,"GHIR41FL","","GHCR41FL","GHPR41FL","v023",0.019,0.00228270639235125,0.0145881682476782,0.0235648033763864
"Ghana 1993","Ghana","1993",1993,"Ghana","GH1993DHS","GH","GHA",288,"GH",NA,"GHIR31FL","","GHCR31FL","GHPR31FL","v024 v025",0.019,0.00284022225935913,0.0131425292429839,0.0243106542776153
"Guatemala 2014-15","Guatemala","2014-15",2014,"Guatemala","GU2015DHS","GT","GTM",320,"GT",NA,"GUIR71FL","GUBR71FL","","GUPR71FL","v022",0.136,0.0039347355735988,0.128264128560101,0.143711004737227
"Guatemala 1995","Guatemala","1995",1995,"Guatemala","GU1995DHS","GT","GTM",320,"GT",NA,"GUIR34FL","","","GUPR34FL","v023 v025",0.108,0.0052708144203285,0.0979905471084801,0.118714465364071
"Guinea 2018","Guinea","2018",2018,"Guinea","GN2018DHS","GN","GIN",324,"GN",NA,"GNIR71FL","GNBR71FL","GNCR71FL","GNPR71FL","v022",0.136,0.00568559251970977,0.124666948360422,0.147024162220896
"Guinea 2012","Guinea","2012",2012,"Guinea","GN2012DHS","GN","GIN",324,"GN",NA,"GNIR62FL","GNBR62FL","GNCR62FL","GNPR62FL","v022",0.149,0.00792461226419938,0.133648492497365,0.16484487937709
"Guinea 2005","Guinea","2005",2005,"Guinea","GN2005DHS","GN","GIN",324,"GN",NA,"gnir52fl","","gncr52fl","GNPR53FL","v023 v025",0.123,0.00608618548484707,0.110742236687436,0.134700677635039
"Guinea 1999","Guinea","1999",1999,"Guinea","GN1999DHS","GN","GIN",324,"GN",NA,"GNIR41FL","","GNCR41FL","GNPR41FL","v023",0.138,0.00712376987161387,0.124374186236592,0.152418361841425
"Guyana 2009","Guyana","2009",2009,"Guyana","GY2009DHS","GY","GUY",328,"GY",NA,"GYIR5IFL","GYBR5IFL","GYCR5IFL","GYPR5IFL","v022",0.064,0.00541231859303411,0.0537055019886253,0.0750042868763112
"Haiti 2016-17","Haiti","2016-17",2016,"Haiti","HT2016DHS","HT","HTI",332,"HT",NA,"HTIR70FL","HTBR70FL","HTCR71FL","HTPR71FL","v022",0.047,0.00313254380763964,0.0413190365340871,0.0536337854239071
"Haiti 2012","Haiti","2012",2012,"Haiti","HT2012DHS","HT","HTI",332,"HT",NA,"HTIR61FL","HTBR61FL","HTCR61FL","HTPR61FL","v022",0.039,0.00274909728631037,0.0334514973642656,0.0442591288234233
"Haiti 2005-06","Haiti","2005-06",2005,"Haiti","HT2006DHS","HT","HTI",332,"HT",NA,"HTIR52FL","","HTCR52FL","HTPR52FL","v024 v025",0.032,0.00257062555678107,0.0264835762054629,0.0365974489093715
"Haiti 2000","Haiti","2000",2000,"Haiti","HT2000DHS","HT","HTI",332,"HT",NA,"HTIR42FL","","HTCR42FL","HTPR42FL","v024 v025",0.036,0.00476337277755141,0.0269525675962278,0.0456985476318444
"Haiti 1994-95","Haiti","1994-95",1994,"Haiti","HT1994DHS","HT","HTI",332,"HT",NA,"HTIR31FL","","HTCR31FL","HTPR31FL","sdepart v025",0.24,0.0278170176671864,0.184994010118913,0.294850346053877
"Honduras 2011-12","Honduras","2011-12",2011,"Honduras","HN2011DHS","HN","HND",340,"HN",NA,"HNIR62FL","HNBR62FL","","HNPR62FL","v022",0.077,0.00297788072191685,0.0714581096386737,0.0831439527906974
"Honduras 2005-06","Honduras","2005-06",2005,"Honduras","HN2005DHS","HN","HND",340,"HN",NA,"HNIR52FL","","","HNPR52FL","v023 v025",0.074,0.00276722034392172,0.0683555836397393,0.0792156869116702
"India 2015-16","India","2015-16",2015,"India","IA2015DHS","IN","IND",356,"IN",NA,"IAIR73FL","IABR74FL","IACR74FL","IAPR74FL","v022",0.317,0.00111031042593236,0.314419898641224,0.318772438124415
"India 2005-06","India","2005-06",2005,"India","IA2006DHS","IN","IND",356,"IN",NA,"IAIR52FL","","IACR52FL","IAPR52FL","v022",0.276,0.00256567821078126,0.271040535525111,0.281101033238801
"India 1998-99","India","1998-99",1998,"India","IA1999DHS","IN","IND",356,"IN",1,"IAIR42FL","","","IAPR42FL","v024 v025",0.364,0.00254109276665849,0.358925624961605,0.368890307577154
"India 1992-93","India","1992-93",1992,"India","IA1993DHS","IN","IND",356,"IN",1,"IAIR23FL","","","IAPR23FL","v024 v025",0.292,0.00246033150421273,0.287262976039484,0.296910684968131
"Indonesia 2017","Indonesia","2017",2017,"Indonesia","ID2017DHS","ID","IDN",360,"ID",NA,"IDIR71FL","IDBR71FL","IDCR71FL","IDPR71FL","v022",0.097,0.00224169162102178,0.0930485567709432,0.101841418915577
"Indonesia 2012","Indonesia","2012",2012,"Indonesia","ID2012DHS","ID","IDN",360,"ID",NA,"IDIR63FL","IDBR63FL","IDCR63FL","IDPR63FL","v022",0.095,0.00274967293400706,0.0895767750132348,0.100362682928235
"Indonesia 2007","Indonesia","2007",2007,"Indonesia","ID2007DHS","ID","IDN",360,"ID",1,"IDIR51FL","","IDCR51FL","IDPR52FL","v024 v025",0.091,0.00301942856917609,0.0849456909658852,0.0967902644548074
"Indonesia 2002-03","Indonesia","2002-03",2002,"Indonesia","ID2003DHS","ID","IDN",360,"ID",1,"IDIR42FL","","IDCR42FL","IDPR42FL","v024 v025",0.085,0.00332482214186159,0.0789762851242127,0.0920209151107893
"Indonesia 1997","Indonesia","1997",1997,"Indonesia","ID1997DHS","ID","IDN",360,"ID",1,"IDIR3AFL","","","IDPR3AFL","v023",0.069,0.00272666272102981,0.0639523496275803,0.0746501917460552
"Indonesia 1994","Indonesia","1994",1994,"Indonesia","ID1994DHS","ID","IDN",360,"ID",1,"IDIR31FL","","","IDPR31FL","v023",0.07,0.00282580232427303,0.0641362150768127,0.0752230017273615
"Indonesia 1991","Indonesia","1991",1991,"Indonesia","ID1991DHS","ID","IDN",360,"ID",1,"IDIR21FL","","","IDPR21FL","v023",0.07,0.00275871831973543,0.0645616174819184,0.0753872518085238
"Jordan 2017-18","Jordan","2017-18",2017,"Jordan","JO2017DHS","JO","JOR",400,"JO",1,"JOIR72FL","JOBR71FL","JOCR73FL","JOPR73FL","v022",0.022,0.00199449275226672,0.0183075261523329,0.0261358416969382
"Jordan 2012","Jordan","2012",2012,"Jordan","JO2012DHS","JO","JOR",400,"JO",1,"JOIR6CFL","JOBR6CFL","","JOPR6CFL","v022",0.028,0.00273799694796453,0.0221670350915663,0.0329168157463122
"Jordan 2007","Jordan","2007",2007,"Jordan","JO2007DHS","JO","JOR",400,"JO",1,"JOIR51FL","","","JOPR51FL","v023 v025",0.034,0.0030447194717467,0.0279517790315278,0.0399026510762509
"Jordan 2002","Jordan","2002",2002,"Jordan","JO2002DHS","JO","JOR",400,"JO",1,"JOIR42FL","","","JOPR42FL","v022",0.095,0.00564182666218707,0.0834923857432043,0.105662589302076
"Jordan 1997","Jordan","1997",1997,"Jordan","JO1997DHS","JO","JOR",400,"JO",1,"JOIR31FL","","","JOPR31FL","v024 v025",0.051,0.00317999721413931,0.0442609674708423,0.0567773317271792
"Kazakhstan 1999","Kazakhstan","1999",1999,"Kazakhstan","KK1999DHS","KZ","KAZ",398,"KZ",NA,"KKIR42FL","KKBR42FL","KKCR42FL","KKPR42FL","v023",0.138,0.0122959152512596,0.114070000535109,0.162515452402403
"Kazakhstan 1995","Kazakhstan","1995",1995,"Kazakhstan","KK1995DHS","KZ","KAZ",398,"KZ",NA,"KKIR31FL","","","KKPR31FL","v023",0.16,0.013007011482893,0.134016325023619,0.185375055040431
"Kenya 2014","Kenya","2014",2014,"Kenya","KE2014DHS","KE","KEN",404,"KE",NA,"KEIR72FL","KEBR72FL","KECR72FL","KEPR72FL","v022",0.042,0.0018676631829775,0.038291681669332,0.0456186989772095
"Kenya 2008-09","Kenya","2008-09",2008,"Kenya","KE2008DHS","KE","KEN",404,"KE",NA,"KEIR52FL","KEBR52FL","KECR52FL","KEPR52FL","v022",0.064,0.0059282226803395,0.0520562908140908,0.0753681632503336
"Kenya 2003","Kenya","2003",2003,"Kenya","KE2003DHS","KE","KEN",404,"KE",NA,"KEIR42FL","KEBR42FL","KECR42FL","KEPR42FL","v023 v025",0.064,0.00554931044193257,0.0527058554326929,0.0745262954618107
"Kenya 1998","Kenya","1998",1998,"Kenya","KE1998DHS","KE","KEN",404,"KE",NA,"KEIR3AFL","","KECR3AFL","KEPR3AFL","v023",0.069,0.00579704319324134,0.0578809374758723,0.0806588792679427
"Kenya 1993","Kenya","1993",1993,"Kenya","KE1993DHS","KE","KEN",404,"KE",NA,"KEIR33FL","","KECR32FL","KEPR33FL","v023",0.099,0.00640143216162218,0.0863113374074318,0.111465135760233
"Kyrgyz Republic 2012","Kyrgyz Republic","2012",2012,"Kyrgyzstan","KY2012DHS","KG","KGZ",417,"KG",NA,"KYIR61FL","KYBR61FL","KYCR61FL","KYPR61FL","v022",0.296,0.00921462305212591,0.277790042783466,0.314057997564159
"Kyrgyz Republic 1997","Kyrgyz Republic","1997",1997,"Kyrgyzstan","KY1997DHS","KG","KGZ",417,"KG",NA,"KYIR31FL","","","KYPR31FL","v023",0.238,0.0143225796794287,0.20924956630669,0.265834845471199
"Lesotho 2014","Lesotho","2014",2014,"Lesotho","LS2014DHS","LS","LSO",426,"LS",NA,"LSIR71FL","LSBR71FL","LSCR71FL","LSPR71FL","v022",0.094,0.0064095814915709,0.0816155188369607,0.106821107960549
"Lesotho 2009","Lesotho","2009",2009,"Lesotho","LS2009DHS","LS","LSO",426,"LS",NA,"LSIR61FL","LSBR61FL","LSCR61FL","LSPR61FL","v024 v025",0.118,0.00705648874034618,0.104035852947015,0.131782888693238
"Lesotho 2004","Lesotho","2004",2004,"Lesotho","LS2004DHS","LS","LSO",426,"LS",NA,"LSIR41FL","","LSCR41FL","LSPR41FL","v024 v025",0.115,0.00652281707732784,0.101964196042699,0.127611954554378
"","Liberia","2019-20",2019,"Liberia","LB2019DHS","LR","LBR",430,"LR",NA,"LBIR7AFL","LBBR7AFL","LBCR7AFL","LBPR7AFL","v022",0.064,0.00541743111496081,0.0529878801665363,0.0743113020046092
"Liberia 2013 ","Liberia","2013",2013,"Liberia","LB2013DHS","LR","LBR",430,"LR",NA,"LBIR6AFL","LBBR6AFL","LBCR6AFL","LBPR6AFL","v023",0.073,0.00550068738659317,0.0623850224214731,0.0840370636191167
"Liberia 2007","Liberia","2007",2007,"Liberia","LB2007DHS","LR","LBR",430,"LR",NA,"LBIR51FL","","LBCR51FL","LBPR51FL","scty v025 v024",0.068,0.0054023772543482,0.0574163881012814,0.0786842715633229
"Madagascar 2008-09","Madagascar","2008-09",2008,"Madagascar","MD2008DHS","MG","MDG",450,"MG",NA,"MDIR51FL","MDBR51FL","MDCR51FL","MDPR51FL","v022",0.04,0.00242025311567393,0.0351800722039141,0.0446881754381475
"Madagascar 2003-04","Madagascar","2003-04",2003,"Madagascar","MD2004DHS","MG","MDG",450,"MG",NA,"MDIR41FL","","MDCR42FL","MDPR42FL","v023",0.034,0.00397211246863244,0.0264973365942874,0.0421334395429198
"Madagascar 1997","Madagascar","1997",1997,"Madagascar","MD1997DHS","MG","MDG",450,"MG",NA,"MDIR31FL","","","MDPR31FL","v023",0.043,0.00334828780670002,0.035965458436679,0.0491528499422527
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",0.051,0.00525699525196414,0.0410224261352656,0.0617494910736157
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",0.029,0.002210635376585,0.0241789106968907,0.0328576715949369
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",0.032,0.00219840784576869,0.0278975960492127,0.0365283361585002
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",0.027,0.00276040275540652,0.0212836996027299,0.0321300196798718
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",0.027,0.00204054680247114,0.0231243283263181,0.0311408625684651
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",0.034,0.0043272179274482,0.0253235737362409,0.0423802150906008
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",0.174,0.00863785891252237,0.156612259735688,0.190640136108704
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",0.167,0.00679001063162123,0.153556381014604,0.180302733555899
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",0.111,0.00690689245912633,0.0971881597192535,0.124362646850185
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",0.062,0.0045413578920329,0.0531026189240702,0.0709587143006124
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",0.053,0.00291686586918019,0.0470751452840308,0.0585439254151972
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",0.212,0.0159765371993555,0.180565221686458,0.243384578237869
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",0.073,0.00405999579799299,0.0651418783387161,0.08112416639351
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",0.086,0.00531316880149309,0.0759026724881252,0.0967944146517985
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",0.214,0.00701939243554616,0.200484305197395,0.228071622631433
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",0.257,0.0119398457619047,0.233546357337633,0.280627640707333
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",0.067,0.00357385698049046,0.0604709922149142,0.0745091007052066
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",0.093,0.00474553704699436,0.0837913568819195,0.102431565214436
"Mozambique 1997","Mozambique","1997",1997,"Mozambique","MZ1997DHS","MZ","MOZ",508,"MZ",NA,"MZIR31FL","","MZCR31FL","MZPR31FL","v023",0.038,0.00921655218377536,0.0196043982386882,0.055847147608191
"Myanmar 2015-16","Myanmar","2015-16",2015,"Myanmar","MM2016DHS","MM","MMR",104,"MM",NA,"MMIR71FL","MMBR71FL","MMCR71FL","MMPR71FL","v022",0.123,0.0060404123721379,0.111345109780215,0.135093023396206
"Namibia 2013","Namibia","2013",2013,"Namibia","NM2013DHS","NA","NAM",516,"NA",NA,"NMIR61FL","NMBR61FL","NMCR61FL","NMPR61FL","v022",0.037,0.00416478754136553,0.028425971175585,0.0447896521926752
"Namibia 2006-07","Namibia","2006-07",2006,"Namibia","NM2006DHS","NA","NAM",516,"NA",NA,"nmir51fl","NMBR51FL","nmcr51fl","NMPR52FL","v024 v025",0.037,0.00387237088882174,0.0296667224448792,0.0448839558745104
