"CountryYear","Country","FullYear","StartYear","Name","API_ID","Alpha2","Alpha3","ISONum","WorldBankID","EverMarried","Survey","BR","Couples","PR","Strata","v013","Live_MIL","ci_l","ci_u"
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",2,0.090538641206127,0.0684898596229645,0.118780428275947
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",3,0.0376575534410941,0.0250648430386292,0.0562121312356157
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",4,0.0244966811145654,0.014720613710679,0.0404982490621191
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",5,0.0294442849244782,0.0182251247983353,0.0472375242543192
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",6,0.0137002381839948,0.0055458973094492,0.0334410306660935
"Madagascar 1992","Madagascar","1992",1992,"Madagascar","MD1992DHS","MG","MDG",450,"MG",NA,"MDIR21FL","","","MDPR21FL","v024 v025",7,0.0176570618246045,0.00625864871300508,0.0487952360212054
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",1,0.0906924451692782,0.0715154768582975,0.11437826864309
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",2,0.0399837404232021,0.0314312002453344,0.0507415403851483
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",3,0.0236083924226998,0.0170344442659783,0.0326351336595995
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",4,0.0171105309521399,0.0119244876987094,0.0244961043256591
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",5,0.0183182071392747,0.0130811791863743,0.0255974904162495
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",6,0.0114104047437656,0.0064715173638869,0.0200424809627847
"Malawi 2015-16","Malawi","2015-16",2015,"Malawi","MW2015DHS","MW","MWI",454,"MW",NA,"MWIR7AFL","MWBR7AFL","MWCR7AFL","MWPR7AFL","v022",7,0.012612864051777,0.00727016239224015,0.0217956120960217
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",1,0.140653337235363,0.114024919386603,0.172291036527829
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",2,0.0387253244311607,0.0305326604771714,0.0490051611533543
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",3,0.0253994935368917,0.0186082970349004,0.0345818374818465
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",4,0.0206899867014371,0.0147835805228267,0.028886959258972
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",5,0.0150891565463558,0.0102246414435572,0.0222160850644318
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",6,0.0103366939922414,0.00564027490029113,0.0188694156486569
"Malawi 2010","Malawi","2010",2010,"Malawi","MW2010DHS","MW","MWI",454,"MW",NA,"MWIR61FL","MWBR61FL","MWCR61FL","MWPR61FL","v022",7,0.0065329750292772,0.00294768255226622,0.0144160389478007
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",1,0.0755942687595758,0.051133181969987,0.110395618146821
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",2,0.0353744337956206,0.0267167199578955,0.0467031056195136
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",3,0.020327368539838,0.0143280436613342,0.0287653744846835
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",4,0.0197260591499038,0.0124503980566409,0.0311194328680739
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",5,0.00958264710893214,0.00454149740835336,0.0201065452165407
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",6,0.0115136722504148,0.00545763267152932,0.0241267482652467
"Malawi 2004","Malawi","2004",2004,"Malawi","MW2004DHS","MW","MWI",454,"MW",NA,"MWIR4EFL","MWBR4EFL","MWCR4EFL","MWPR4EFL","v023 v025",7,0.00603097076343728,0.00153204142708138,0.0234312357685543
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",1,0.0871564398922008,0.0679935937474942,0.111076353239395
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",2,0.0402916186844744,0.0314771607570794,0.0514432601716843
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",3,0.0194891623985845,0.013811495555843,0.0274358879284369
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",4,0.010389397631198,0.00572872362908271,0.0187702385366456
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",5,0.0124875209475098,0.00743255934888957,0.0209079964341983
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",6,0.00411370822313741,0.00139915404047841,0.0120314228721683
"Malawi 2000","Malawi","2000",2000,"Malawi","MW2000DHS","MW","MWI",454,"MW",NA,"MWIR41FL","","MWCR41FL","MWPR41FL","v023 v025",7,0.0116591646479644,0.00289201950000432,0.0457835300661314
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",1,0.0782863787501324,0.0497135708295717,0.121187099198893
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",2,0.0554115641160993,0.0379036571832344,0.0803312368516216
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",3,0.0303928597514229,0.0186880565617158,0.049062152656175
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",4,0.0181719310137392,0.00891564739184754,0.0366824617935378
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",5,0.00739906252421035,0.00251580196910368,0.021556068165621
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",6,0.020358798120806,0.0090606389276864,0.0451039462487858
"Malawi 1992","Malawi","1992",1992,"Malawi","MW1992DHS","MW","MWI",454,"MW",NA,"MWIR22FL","","MWCR21FL","MWPR22FL","v023",7,0.0174100463958093,0.00636037107662696,0.0467527569720763
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",1,0.304850027331779,0.164093068522481,0.494867226930068
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",2,0.313586240874856,0.264540006246847,0.367185837440064
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",3,0.294647254580568,0.25764695604923,0.334566377511784
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",4,0.187434051254832,0.159450582526262,0.219048763067939
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",5,0.102304436195423,0.0775279020673664,0.133850191056553
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",6,0.0378334146701186,0.0242076176985748,0.0586676758209291
"Maldives 2016-17","Maldives","2016-17",2016,"Maldives","MV2016DHS","MV","MDV",462,"MV",NA,"MVIR71FL","MVBR71FL","MVCR71FL","MVPR71FL","v022",7,0.0453015320940747,0.0275007256591172,0.073750732590915
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",1,0.393602515599931,0.290845467719698,0.506722873452058
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",2,0.337229965685081,0.305292062430925,0.370726042280787
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",3,0.24274532031603,0.215219733248125,0.272568602925904
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",4,0.145841583407948,0.120333714440374,0.175676675946289
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",5,0.0604961323042381,0.0457172771335847,0.0796537162505292
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",6,0.044121929269167,0.0299193427219629,0.0646173437078382
"Maldives 2009","Maldives","2009",2009,"Maldives","MV2009DHS","MV","MDV",462,"MV",1,"MVIR52FL","MVBR52FL","MVCR52FL","MVPR52FL","v022",7,0.0196786924981209,0.0110564764555829,0.0347882776327856
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",1,0.174280587411283,0.140458886872927,0.214216677624645
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",2,0.153523802782714,0.131105235638356,0.178986197351154
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",3,0.129190307207818,0.107258847873388,0.154828414891413
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",4,0.100739372043931,0.0829805053975219,0.121794078538828
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",5,0.0777720629847724,0.058410544396596,0.102850379893012
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",6,0.0503969259269119,0.0359240179617527,0.0702755841304309
"Mali 2018","Mali","2018",2018,"Mali","ML2018DHS","ML","MLI",466,"ML",NA,"MLIR7HFL","MLBR7HFL","MLCR7AFL","MLPR7AFL","v022",7,0.0277336911660685,0.0164201704118257,0.0464739302624955
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",1,0.0953553109967137,0.0752557167291992,0.120125835873007
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",2,0.0890101626994464,0.0702523947460844,0.112172099780042
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",3,0.0690390013260019,0.0564733457737692,0.0841512264264887
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",4,0.0538907302745617,0.0401815278020836,0.0719267528351619
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",5,0.0417460048876887,0.0281139991593311,0.0615692004952897
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",6,0.0416676843564029,0.0287345016280475,0.0600620228497727
"Mali 2012-13","Mali","2012-13",2012,"Mali","ML2012DHS","ML","MLI",466,"ML",NA,"MLIR6AFL","MLBR6HFL","MLCR6AFL","MLPR6AFL","v022",7,0.023111221113959,0.0134653181178164,0.0393910808339468
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",1,0.0429311491518124,0.0319505850643783,0.0574614395620382
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",2,0.0644836225848429,0.0523772797991134,0.0791544581498836
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",3,0.073595539041107,0.060585129348754,0.0891347836728445
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",4,0.0524664086734109,0.0422420869223141,0.0649974926403341
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",5,0.0424807352791904,0.0320458126284847,0.0561165416287196
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",6,0.0384073415390283,0.0273034784634258,0.0537772963572042
"Mali 2006","Mali","2006",2006,"Mali","ML2006DHS","ML","MLI",466,"ML",NA,"MLIR53FL","","MLCR53FL","MLPR53FL","v023 v025",7,0.0260472769292492,0.016811411140227,0.0401499451621743
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",1,0.168603640757455,0.135660971104169,0.207624235408789
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",2,0.18368250733064,0.151004991688429,0.221585819510374
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",3,0.204835279116996,0.171262577497113,0.243059045060803
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",4,0.216974879506768,0.180323256766709,0.258724712993507
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",5,0.225581158195437,0.186882199762293,0.269636379082716
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",6,0.249707680354869,0.20503240083778,0.300438521991698
"Mali 2001","Mali","2001",2001,"Mali","ML2001DHS","ML","MLI",466,"ML",NA,"MLIR41FL","","MLCR41FL","MLPR41FL","v023 v025",7,0.264531356061609,0.215843534303809,0.319723794108077
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",1,0.0804788947300452,0.0635144591247432,0.101483435973669
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",2,0.102277259319579,0.0854390397637756,0.121991292692612
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",3,0.0837994646603087,0.070122691951148,0.0998573042193883
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",4,0.0805280759378253,0.0663772127707376,0.0973810752965158
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",5,0.0570797865737189,0.0443917640858947,0.073116816275348
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",6,0.0428075668218048,0.0301928939903363,0.0603646307936661
"Mali 1995-96","Mali","1995-96",1995,"Mali","ML1996DHS","ML","MLI",466,"ML",NA,"MLIR32FL","","MLCR31FL","MLPR32FL","v023",7,0.0347216388335322,0.0232960554287004,0.0514556964109071
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",1,0.258101039938813,0.1864927448324,0.345526593230235
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",2,0.168627046365145,0.135371143682695,0.208086557357279
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",3,0.128141309984252,0.102300112167745,0.159351335029883
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",4,0.0765089915984195,0.0581718214469728,0.100012670975014
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",5,0.0736633408930552,0.0557508805914284,0.0967413426801453
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",6,0.047166571558801,0.0318174321157132,0.069389644439553
"Moldova 2005","Moldova","2005",2005,"Moldova","MB2005DHS","MD","MDA",498,"MD",NA,"MBIR53FL","MBBR53FL","MBCR52FL","MBPR53FL","v023",7,0.0266360973717074,0.0173075421098507,0.0407839583091659
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",1,0.608365702953001,0.549360063232918,0.664365564775467
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",2,0.427066447294346,0.390855529442792,0.464076305975299
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",3,0.331844486166074,0.305093028541551,0.359727337010252
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",4,0.189313566633106,0.166904136223981,0.213959071039593
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",5,0.139793588457743,0.121342506220272,0.160537691597687
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",6,0.0971148982687681,0.0809280102520795,0.116130326285224
"Morocco 2003-04","Morocco","2003-04",2003,"Morocco","MA2003DHS","MA","MAR",504,"MA",NA,"MAIR43FL","MABR43FL","","MAPR43FL","v023 v025",7,0.0623957485475191,0.0503504227793812,0.0770887592642696
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",1,0.707509881422606,0.643338394852851,0.76436438506076
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",2,0.485207100591744,0.439311522035178,0.531353539859213
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",3,0.353340883352218,0.312540098803035,0.396396795247016
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",4,0.217668488160476,0.190829298346908,0.247129611447589
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",5,0.140019860973213,0.114734626425878,0.169808587534323
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",6,0.124031007757809,0.099526420789662,0.153540170824814
"Morocco 1992","Morocco","1992",1992,"Morocco","MA1992DHS","MA","MAR",504,"MA",NA,"MAIR21FL","","","MAPR21FL","v024 v025",7,0.0650994575070285,0.0465321481748503,0.0903732860205317
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",1,0.172814314363171,0.147567909435696,0.201359676378949
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",2,0.10997556885521,0.0950394916909801,0.126929715667966
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",3,0.0612723555160569,0.0494738547032498,0.0756605903081278
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",4,0.0393611405960747,0.0303938239170865,0.0508354406359292
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",5,0.0288996563215855,0.0193389159785292,0.0429798634329001
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",6,0.0150826748725926,0.00862647922441181,0.0262428841541864
"Mozambique 2011","Mozambique","2011",2011,"Mozambique","MZ2011DHS","MZ","MOZ",508,"MZ",NA,"MZIR62FL","MZBR62FL","MZCR62FL","MZPR62FL","v022",7,0.0133414938121316,0.00671591679832322,0.026330253154074
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",1,0.238897605409288,0.207408030160349,0.27351821220703
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",2,0.17193102483484,0.149504878104685,0.196942185559982
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",3,0.0892896755329233,0.0746031016931952,0.106534640364654
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",4,0.0421397185054632,0.0312090990437054,0.0566747002549228
"Mozambique 2003","Mozambique","2003",2003,"Mozambique","MZ2003DHS","MZ","MOZ",508,"MZ",NA,"MZIR41FL","","MZCR41FL","MZPR41FL","v023 v025",5,0.0261667146705889,0.0180052477377019,0.0378849100436632
