"CountryYear","Country","FullYear","StartYear","Name","API_ID","Alpha2","Alpha3","ISONum","WorldBankID","EverMarried","Survey","BR","Couples","PR","Strata","v013","Live_MIL","ci_l","ci_u"
"Central African Republic 1994-95","Central African Republic","1994-95",1994,"Central African Republic","CF1994DHS","CF","CAF",140,"CF",NA,"CFIR31FL","CFBR31FL","CFCR31FL","CFPR31FL","v024 v025",7,0.0228392374186088,0.00975658187845851,0.0525338388624014
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",1,0.0751730619548729,0.0606947926934225,0.092763930941013
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",2,0.0668056417924453,0.0538719910859208,0.0825734183180125
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",3,0.0493730430401376,0.0375796775709041,0.0646189423860161
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",4,0.0439930429854285,0.0302852229906239,0.0634990681985227
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",5,0.0308483230419938,0.023385591539978,0.0405935486953561
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",6,0.0391603034742038,0.0277406450607393,0.0550149515436453
"Chad 2014-15","Chad","2014-15",2014,"Chad","TD2014DHS","TD","TCD",148,"TD",NA,"TDIR71FL","TDBR71FL","TDCR71FL","TDPR71FL","v022",7,0.0281749456603945,0.0171179489990466,0.0460394455786502
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",1,0.0799856969503922,0.0532096113523106,0.118548889794379
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",2,0.0643966479795497,0.0463067725393706,0.0888946767493816
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",3,0.0423901279319598,0.0291212271955551,0.0613230453645182
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",4,0.0446573216493334,0.0285795914466495,0.0691360264934383
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",5,0.0658721520114359,0.043629223441358,0.0982894755375867
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",6,0.0446941121868903,0.0232778598727667,0.0841169869059678
"Chad 2004","Chad","2004",2004,"Chad","TD2004DHS","TD","TCD",148,"TD",NA,"TDIR41FL","","TDCR41FL","TDPR41FL","v024 v025",7,0.0243787445411423,0.0116699389241038,0.0502243823114486
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",1,0.369742889452482,0.313878548291093,0.42932848917686
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",2,0.375429552890679,0.317808652448183,0.436808245954744
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",3,0.414558630641599,0.35721398350742,0.474316033910605
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",4,0.410805444785465,0.356268351136595,0.467626422838738
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",5,0.40055337687361,0.33782991368624,0.466714325553642
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",6,0.441586735234261,0.375981803639172,0.50929619911381
"Chad 1996-97","Chad","1996-97",1996,"Chad","TD1997DHS","TD","TCD",148,"TD",NA,"TDIR31FL","","TDCR31FL","TDPR31FL","v022",7,0.421027719740205,0.353916778797209,0.491189579362039
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",1,0.227823286022096,0.194412451739299,0.265086546451742
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",2,0.139930636699273,0.122353600681108,0.159573639846099
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",3,0.0735574603294627,0.055155855523575,0.0974650793486133
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",4,0.0424150771881326,0.0337217097099291,0.0532261223526482
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",5,0.0311311298610184,0.0236935918732572,0.0408057680639955
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",6,0.0208453754811096,0.0146286064799947,0.0296246769003257
"Colombia 2015","Colombia","2015",2015,"Colombia","CO2015DHS","CO","COL",170,"CO",NA,"COIR71FL","COBR72FL","COCR71FL","COPR72FL","v022",7,0.0139860388085137,0.00966865950530405,0.0201919649181511
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",1,0.216441862267376,0.190015146977247,0.245430271189242
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",2,0.130652478045293,0.11615848807678,0.146654907878997
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",3,0.0665940536459879,0.0581724137032246,0.0761363381186232
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",4,0.0501514829702584,0.0429542208082579,0.0584810033384921
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",5,0.0266089794018893,0.0215067415869481,0.0328809914130382
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",6,0.0227435143864606,0.017996073010816,0.0287067401478886
"Colombia 2010","Colombia","2010",2010,"Colombia","CO2010DHS","CO","COL",170,"CO",NA,"COIR61FL","","","COPR61FL","v022",7,0.0221260991605872,0.0167550480496659,0.0291678355533987
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",1,0.216313148894566,0.184315077820902,0.252149051127917
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",2,0.125011375680086,0.11002715061688,0.141711316621207
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",3,0.0797089870664994,0.0686201924411844,0.0924118996849546
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",4,0.0451780189680786,0.037178986957744,0.0548000849710215
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",5,0.0341540907336687,0.0270789990404388,0.0429960413132847
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",6,0.0205219641466598,0.014768458780358,0.0284521934609165
"Colombia 2005","Colombia","2005",2005,"Colombia","CO2005DHS","CO","COL",170,"CO",NA,"COIR53FL","","","COPR53FL","v024 v025",7,0.0133291911097753,0.0091605870566323,0.0193576940981033
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",1,0.228400452282113,0.182949289156631,0.281256331606331
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",2,0.139619060926892,0.117437580900226,0.16520590510604
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",3,0.0755407081767934,0.0604495670625037,0.0940223116310777
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",4,0.0548060628208874,0.042629859324743,0.0702050744429326
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",5,0.0335632794061636,0.0242962466705916,0.0461975710705259
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",6,0.0173342388269446,0.010383711039012,0.0288018246590618
"Colombia 2000 ","Colombia","2000",2000,"Colombia","CO2000DHS","CO","COL",170,"CO",NA,"COIR41FL","","","COPR41FL","v023 v025",7,0.0266288156520032,0.017415219023409,0.0405159103676677
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",1,0.168722422971439,0.130033642412877,0.216063376904555
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",2,0.108508067254931,0.0893327528968633,0.131206351108004
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",3,0.0660200907585262,0.0529053225499953,0.0821040618379955
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",4,0.0259685582931369,0.0182427107673983,0.0368435382738034
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",5,0.0216986902506791,0.0141873961884094,0.0330533846685694
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",6,0.0144679677398687,0.00852672530417328,0.0244468688019038
"Colombia 1995","Colombia","1995",1995,"Colombia","CO1995DHS","CO","COL",170,"CO",NA,"COIR31FL","","","COPR31FL","v024 v025",7,0.0135280303062101,0.0067127497535042,0.0270740864111858
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",1,0.234906495705125,0.162554583909066,0.326891377714107
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",2,0.188112291919018,0.141030137841197,0.246403676786351
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",3,0.143374541140951,0.10553741095987,0.191867152984251
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",4,0.12844114148507,0.0953726672192537,0.1708104600599
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",5,0.115411000398472,0.0820119599663134,0.160040382773864
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",6,0.199284983442502,0.12528505507459,0.301907282537929
"Colombia 1990","Colombia","1990",1990,"Colombia","CO1990DHS","CO","COL",170,"CO",NA,"coir22fl","","","copr22FL","v024 v025",7,0.131424111016496,0.0687423278910239,0.236732113792485
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",1,0.0459164279499316,0.0231153278260333,0.0891560034581316
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",2,0.0263450604444999,0.0143870829379917,0.0477604186218796
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",3,0.0214303982578299,0.0123647666262644,0.0368944940482794
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",4,0.0432339831220478,0.0272797880872891,0.0678677565596165
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",5,0.008573406184971,0.00380459634981925,0.0192043732836846
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",6,0.0115045634788011,0.00417323696098175,0.0313102409128455
"Comoros 2012","Comoros","2012",2012,"Comoros","KM2012DHS","KM","COM",174,"KM",NA,"KMIR61FL","KMBR61FL","KMCR61FL","KMPR61FL","v023",7,0.0216637755972877,0.00691073367586274,0.065824084284117
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",1,0.0581395349063734,0.0230888720233366,0.138837675199263
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",2,0.027888446216017,0.0138451088417072,0.0553763107227732
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",3,0.021671826675536,0.0104428527014214,0.0444329170072214
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",4,0.0234113712534335,0.011474884297192,0.0471719991344092
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",5,0.0124610591900609,0.00474394139682474,0.0323241328584814
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",6,0.0109890109892926,0.00271588574453344,0.0433677990859828
"Comoros 1996","Comoros","1996",1996,"Comoros","KM1996DHS","KM","COM",174,"KM",NA,"KMIR32FL","","KMCR31FL","KMPR32FL","v024 v025",7,0.00584795321637443,0.000806264175252015,0.0411186972958576
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",1,0.126811469544938,0.0837235422798873,0.187535802555769
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",2,0.0706477662044913,0.0463975148053372,0.1061616836905
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",3,0.0319102051483986,0.0191334041294496,0.0527600978896556
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",4,0.0207908482909994,0.0111512603496991,0.0384393540295476
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",5,0.0153937904645845,0.007785751501127,0.03020985821995
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",6,0.0152531424744175,0.00674918431842574,0.0341041620228844
"Congo 2011-12","Congo","2011-12",2011,"Congo (Brazzaville)","CG2011DHS","CG","COG",178,"CG",NA,"CGIR60FL","CGBR60FL","CGCR61FL","CGPR61FL","v022",7,0.00751950022845413,0.00221206216893957,0.0252390516027462
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",1,0.164182456512973,0.115216252181928,0.228582676459036
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",2,0.112229132510471,0.0850057329280528,0.146772425833127
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",3,0.0551617071800897,0.0389755486609214,0.0775275449875934
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",4,0.0398597601938252,0.0253107115508445,0.0622378469195315
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",5,0.044726605428931,0.0287313021949583,0.0689942587800332
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",6,0.0274690552247643,0.0146884695437585,0.0507968493409784
"Congo 2005","Congo","2005",2005,"Congo (Brazzaville)","CG2005DHS","CG","COG",178,"CG",NA,"CGIR51FL","","CGCR51FL","CGPR51FL","v024 v025",7,0.0519391520501769,0.0265068913282284,0.0992839962853644
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",1,0.143317710937995,0.115917097941415,0.175906580781238
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",2,0.0824823293066245,0.0682621999473092,0.0993488824330825
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",3,0.041164142699429,0.0321875574040514,0.0525083290006088
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",4,0.0322055592888493,0.0231725344139679,0.0445990335504471
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",5,0.0349718643846779,0.0245690084985334,0.0495556560702174
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",6,0.0153918680966945,0.00908131003494527,0.0259726636902817
"Congo Democratic Republic 2013-14","Congo Democratic Republic","2013-14",2013,"Congo, (Kinshasa)","CD2013DHS","CD","COD",180,"CD",NA,"CDIR61FL","CDBR61FL","CDCR61FL","CDPR61FL","v022",7,0.012180367740749,0.00672748701337725,0.0219553183852242
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",1,0.204479984740854,0.147284439226791,0.276679730690339
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",2,0.0846254494151233,0.0569563919334937,0.123968997754654
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",3,0.0461649246390389,0.0330742297510467,0.0640934386914539
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",4,0.0353233882313197,0.0242167432540925,0.0512563545406535
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",5,0.0317804552754845,0.020204111306403,0.0496535556192577
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",6,0.015426681287669,0.00853243811078133,0.0277356665074097
"Congo Democratic Republic 2007","Congo Democratic Republic","2007",2007,"Congo, (Kinshasa)","CD2007DHS","CD","COD",180,"CD",NA,"cdir50fl","","CDCR51FL","CDPR51FL","v024 v025",7,0.00306509856610212,0.00110631805409684,0.00846259694797846
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",1,0.12896912904624,0.0910296393942539,0.179596830595965
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",2,0.105306687664044,0.08482393997922,0.13003272119643
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",3,0.0966870153497314,0.0780937381052071,0.119135082261202
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",4,0.0622189993136032,0.0477085077781083,0.0807685233557213
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",5,0.035688313147823,0.0242521568920545,0.0522285574957784
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",6,0.0360227531405435,0.0219427890031231,0.0585960938332497
"Cote d'Ivoire 2011-12 ","Cote d'Ivoire","2011-12",2011,"Côte d'Ivoire","CI2012DHS","CI","CIV",384,"CI",NA,"CIIR62FL","CIBR62FL","CICR62FL","CIPR62FL","v022",7,0.0383277517646219,0.0212436023505659,0.0681937528793534
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",1,0.162991641525051,0.099901960417126,0.254651511228646
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",2,0.128324745517904,0.0811677928958878,0.197004801194146
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",3,0.114723894784414,0.0699943974161633,0.182430431140083
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",4,0.0884906223197936,0.0576622897025907,0.133466497106606
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",5,0.0752647736511118,0.0447825258915786,0.123806242722119
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",6,0.0229492201658803,0.00664763789623317,0.0761611979288261
"Cote d'Ivoire 1998-99","Cote d'Ivoire","1998-99",1998,"Côte d'Ivoire","CI1998DHS","CI","CIV",384,"CI",NA,"CIIR3AFL","","CICR3AFL","CIPR3AFL","v023",7,0.0375897252179321,0.0124128238862347,0.108236189059894
"Cote d'Ivoire 1994","Cote d'Ivoire","1994",1994,"Côte d'Ivoire","CI1994DHS","CI","CIV",384,"CI",NA,"CIIR35FL","","CICR35FL","CIPR35FL","v023",1,0.165781766264863,0.132548021536464,0.205375379055692
"Cote d'Ivoire 1994","Cote d'Ivoire","1994",1994,"Côte d'Ivoire","CI1994DHS","CI","CIV",384,"CI",NA,"CIIR35FL","","CICR35FL","CIPR35FL","v023",2,0.141720002561193,0.117480203676339,0.169997809194528
